country,year,iso_code,population,gdp_x,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,rank,area,landAreaKm,cca2,cca3,netChange,growthRate,worldPercentage,density,densityMi,place,pop1980,pop2000,pop2010,pop2022,pop2023,pop2030,pop2050,region_id,gdp_y,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,other_information_information_system_for_solid_waste_management,other_information_national_agency_to_enforce_solid_waste_laws_and_regulations,other_information_national_law_governing_solid_waste_management_in_the_country,other_information_ppp_rules_and_regulations,other_information_summary_of_key_solid_waste_information_made_available_to_the_public,population_population_number_of_people,special_waste_agricultural_waste_tons_year,special_waste_construction_and_demolition_waste_tons_year,special_waste_e_waste_tons_year,special_waste_hazardous_waste_tons_year,special_waste_industrial_waste_tons_year,special_waste_medical_waste_tons_year,total_msw_total_msw_generated_tons_year,waste_collection_coverage_rural_percent_of_geographic_area,waste_collection_coverage_rural_percent_of_households,waste_collection_coverage_rural_percent_of_population,waste_collection_coverage_rural_percent_of_waste,waste_collection_coverage_total_percent_of_geographic_area,waste_collection_coverage_total_percent_of_households,waste_collection_coverage_total_percent_of_population,waste_collection_coverage_total_percent_of_waste,waste_collection_coverage_urban_percent_of_geographic_area,waste_collection_coverage_urban_percent_of_households,waste_collection_coverage_urban_percent_of_population,waste_collection_coverage_urban_percent_of_waste,waste_treatment_anaerobic_digestion_percent,waste_treatment_compost_percent,waste_treatment_controlled_landfill_percent,waste_treatment_incineration_percent,waste_treatment_landfill_unspecified_percent,waste_treatment_open_dump_percent,waste_treatment_other_percent,waste_treatment_recycling_percent,waste_treatment_sanitary_landfill_landfill_gas_system_percent,waste_treatment_unaccounted_for_percent,waste_treatment_waterways_marine_percent,where_where_is_this_data_measured
Spain,2010,ESP,46572776.0,1498927202304.0,363.911,13.001,355.856,16.573,86.102,4.01,1.345,0.969,280.127,-26.861,-29.459,1722.296,80.212,543.88,25.33,-13.502,-5.983,823.002,38.329,8.496,4.691,289.82,298.15,17.437,2.708,45.076,36714.199,1.141,-4.047,-53.116,2971.478,138.39,27043.629,1259.497,46.416,73.66,-0.306,-1.113,361.965,2036.598,94.85,7772.022,261.442,0.417,12.381,0.577,31.813,21.169,83.52,59.513,43.079,116.673,908.256,42.3,2505.184,14.187,6.823,34.4,98.192,450.385,3430.33,159.76,9670.574,53.584,26.34,-8.33,-2.874,16.778,22.71,164.103,1331.035,61.99,3523.587,20.792,9.597,-2.684,-22.545,817.32,391.001,18.21,17549.311,10.074,0.146,34.181,1.592,6.108,47.8,12.187,4.01,0.0,11.993,1.305,86.102,0.0,261.67,1.345,0.0,0.713,6401.809,1709.882,46.43,75.483,286.282,2099.295,97.77,6146.986,32.792,16.743,16.441,2.665,19.608,154.382,7.19,421.016,2.412,1.147,15.294,15.434,121.241,950.555,44.27,2603.26,14.848,7.091,32,505992.0,499556.6,ES,ESP,-0.0014,-0.0008,0.0059,95.1236,246.3702,724,37491666,40741651,46572772,47558630,47519628,47076573,44219565,ECS,40985.55859,49.0,8.0,3.0,14.0,15.0,9.0,,2.0,,No,Yes,Yes,Yes,Yes,47076780,8058640.0,52155411.0,1202597.0,2984518.0,,2990346.0,22408548.0,,,,,,,,100.0,,,,,,16.45,,11.62,55.09,,,16.84,,,,
Spain,2011,ESP,46729232.0,1495441604608.0,19.28,3.195,423.043,19.768,98.653,4.61,1.582,1.178,319.182,85.457,68.547,3183.432,148.759,941.167,43.98,-19.648,-7.531,659.085,30.799,15.094,8.867,285.28,291.37,17.368,-1.886,-32.253,35901.07,1.122,0.454,5.72,3126.951,146.12,27075.5,1265.217,50.149,75.417,-7.046,-25.504,336.461,1829.904,85.51,7200.221,1.976,0.011,12.583,0.588,29.348,20.056,93.0,-27.214,-32.27,84.404,654.836,30.6,1806.231,10.502,5.031,-6.329,-37.973,412.412,3108.333,145.25,8825.568,49.851,24.583,-6.09,-2.135,-6.301,-11.278,152.825,1235.201,57.72,3270.44,19.81,9.11,-4.567,-37.323,779.997,355.88,16.63,16691.846,-15.761,-0.251,28.697,1.341,5.708,46.494,14.413,4.61,0.0,18.267,2.226,98.653,0.0,308.432,1.582,0.0,0.859,6235.284,1677.629,-6.345,-26.695,259.587,1873.131,87.53,5555.128,30.041,15.473,22.863,4.336,23.944,201.159,9.4,512.395,3.226,1.427,-2.858,-4.183,117.058,918.483,42.92,2505.027,14.73,6.978,32,505992.0,499556.6,ES,ESP,-0.0014,-0.0008,0.0059,95.1236,246.3702,724,37491666,40741651,46572772,47558630,47519628,47076573,44219565,ECS,40985.55859,49.0,8.0,3.0,14.0,15.0,9.0,,2.0,,No,Yes,Yes,Yes,Yes,47076780,8058640.0,52155411.0,1202597.0,2984518.0,,2990346.0,22408548.0,,,,,,,,100.0,,,,,,16.45,,11.62,55.09,,,16.84,,,,
Spain,2012,ESP,46756084.0,1453746159616.0,23.498,4.645,522.151,24.414,106.51,4.98,1.695,1.463,328.284,21.116,31.413,3853.444,180.172,1177.815,55.07,-7.097,-2.186,611.958,28.613,18.746,10.8,282.57,293.77,17.609,-0.555,-9.303,35681.477,1.148,-1.875,-23.721,3108.259,145.33,26552.605,1241.496,49.471,74.416,-1.25,-4.205,332.256,1567.924,73.31,7106.158,13.901,0.082,14.324,0.67,24.955,19.916,96.44,-32.851,-28.071,56.333,439.515,20.55,1204.829,6.995,3.377,5.571,14.418,426.83,3174.774,148.44,9128.866,50.529,25.584,-11.2,-3.964,6.477,8.912,161.737,1314.695,61.47,3459.161,20.925,9.695,-6.529,-50.929,729.068,362.52,16.95,15593.004,38.938,0.522,39.849,1.863,5.77,43.701,15.888,4.98,0.0,10.233,1.475,106.51,0.0,339.798,1.695,0.0,0.952,6283.033,1668.326,5.077,5.506,265.093,1860.079,86.97,5669.706,29.605,15.89,37.863,8.866,32.81,256.009,11.97,701.721,4.075,1.967,16.589,18.591,135.649,1058.044,49.47,2901.206,16.84,8.131,32,505992.0,499556.6,ES,ESP,-0.0014,-0.0008,0.0059,95.1236,246.3702,724,37491666,40741651,46572772,47558630,47519628,47076573,44219565,ECS,40985.55859,49.0,8.0,3.0,14.0,15.0,9.0,,2.0,,No,Yes,Yes,Yes,Yes,47076780,8058640.0,52155411.0,1202597.0,2984518.0,,2990346.0,22408548.0,,,,,,,,100.0,,,,,,16.45,,11.62,55.09,,,16.84,,,,
Spain,2013,ESP,46603460.0,1429213675520.0,-56.73,-13.85,226.676,10.564,124.454,5.8,2.061,0.667,270.579,-26.433,-47.625,2844.147,132.547,857.018,39.94,-28.361,-8.115,439.835,20.498,14.19,8.363,274.72,281.47,17.76,-5.001,-83.435,34008.008,1.109,-9.697,-120.388,2431.579,113.32,24056.312,1121.107,40.26,70.737,-8.721,-28.975,303.281,1234.672,57.54,6507.691,-2.059,-0.014,14.075,0.656,20.443,19.136,76.16,79.021,43.908,100.241,791.143,36.87,2150.926,13.099,6.325,3.124,36.953,463.783,3608.101,168.15,9951.694,59.74,29.263,-6.75,-2.457,-7.709,-13.367,148.369,1217.292,56.73,3183.657,20.155,9.361,-6.006,-43.788,685.279,339.889,15.84,14704.476,143.676,2.677,97.42,4.54,5.628,43.238,16.888,5.8,0.0,6.297,1.0,124.454,0.0,362.379,2.061,0.0,1.066,6039.681,1584.891,9.103,50.321,315.414,2390.81,111.42,6768.037,39.585,19.901,9.569,2.923,35.733,281.095,13.1,766.738,4.654,2.255,12.725,16.34,151.989,1194.117,55.65,3261.318,19.771,9.59,32,505992.0,499556.6,ES,ESP,-0.0014,-0.0008,0.0059,95.1236,246.3702,724,37491666,40741651,46572772,47558630,47519628,47076573,44219565,ECS,40985.55859,49.0,8.0,3.0,14.0,15.0,9.0,,2.0,,No,Yes,Yes,Yes,Yes,47076780,8058640.0,52155411.0,1202597.0,2984518.0,,2990346.0,22408548.0,,,,,,,,100.0,,,,,,16.45,,11.62,55.09,,,16.84,,,,
Spain,2014,ESP,46464548.0,1450312204288.0,5.476,0.579,239.804,11.142,116.433,5.41,1.968,0.716,271.259,2.123,2.814,2913.223,135.362,942.869,43.81,-7.637,-1.565,407.459,18.932,15.934,8.702,271.53,274.94,17.675,-1.851,-29.34,33478.238,1.073,-2.41,-27.016,2310.794,107.37,23546.793,1094.091,39.052,70.335,-9.246,-28.042,275.239,1017.335,47.27,5923.634,-58.973,-0.387,5.792,0.269,17.193,17.694,74.58,6.496,5.872,106.113,843.008,39.17,2283.734,14.247,6.822,0.265,-2.323,461.46,3606.406,167.57,9931.443,60.948,29.665,-3.41,-1.256,1.011,0.603,148.972,1233.414,57.31,3206.151,20.845,9.577,-0.261,-1.789,683.491,350.59,16.29,14709.937,-14.824,-0.673,83.226,3.867,5.925,43.939,17.283,5.41,0.0,2.337,0.395,116.433,0.0,371.956,1.968,0.0,1.111,5917.2,1555.551,-0.083,-2.926,312.488,2372.992,110.26,6725.293,40.103,20.089,4.288,1.309,37.042,294.203,13.67,797.201,4.972,2.381,-6.732,-11.08,140.908,1119.348,52.01,3032.598,18.917,9.058,32,505992.0,499556.6,ES,ESP,-0.0014,-0.0008,0.0059,95.1236,246.3702,724,37491666,40741651,46572772,47558630,47519628,47076573,44219565,ECS,40985.55859,49.0,8.0,3.0,14.0,15.0,9.0,,2.0,,No,Yes,Yes,Yes,Yes,47076780,8058640.0,52155411.0,1202597.0,2984518.0,,2990346.0,22408548.0,,,,,,,,100.0,,,,,,16.45,,11.62,55.09,,,16.84,,,,
Spain,2015,ESP,46431344.0,1497526566912.0,2.41,0.269,245.76,11.411,124.054,5.76,2.076,0.725,307.301,17.591,23.811,3428.136,159.173,1106.365,51.37,-23.467,-4.443,312.064,14.49,18.513,10.106,277.35,277.48,17.618,1.248,19.411,33920.238,1.052,5.214,57.043,2653.165,123.19,24792.17,1151.134,44.396,73.09,3.705,10.199,285.438,1130.702,52.5,6147.525,160.229,0.431,15.083,0.7,18.92,18.123,85.27,-28.157,-30.332,75.78,606.056,28.14,1632.092,10.141,4.812,-7.225,-37.632,423.828,3322.971,154.29,9128.066,55.604,26.91,-0.13,-0.047,0.0,-0.887,148.086,1231.927,57.2,3189.345,20.614,9.402,3.37,23.032,706.523,416.098,19.32,15216.509,-25.559,-0.988,61.999,2.879,6.963,44.86,18.4,5.76,0.0,6.467,1.118,124.054,0.0,396.293,2.076,0.0,1.168,5976.136,1574.962,-10.636,-36.745,275.743,2091.044,97.09,5938.721,34.99,17.508,1.356,0.279,37.32,298.505,13.86,803.775,4.995,2.37,-5.168,-8.077,132.831,1062.429,49.33,2860.802,17.778,8.434,32,505992.0,499556.6,ES,ESP,-0.0014,-0.0008,0.0059,95.1236,246.3702,724,37491666,40741651,46572772,47558630,47519628,47076573,44219565,ECS,40985.55859,49.0,8.0,3.0,14.0,15.0,9.0,,2.0,,No,Yes,Yes,Yes,Yes,47076780,8058640.0,52155411.0,1202597.0,2984518.0,,2990346.0,22408548.0,,,,,,,,100.0,,,,,,16.45,,11.62,55.09,,,16.84,,,,
Spain,2016,ESP,46473320.0,1417044295680.0,13.395,1.529,278.428,12.939,122.436,5.69,2.098,0.814,268.815,-23.31,-37.103,2626.67,122.07,783.891,36.43,-44.952,-6.513,171.63,7.976,13.433,7.677,278.86,271.19,17.056,0.953,15.012,34212.625,1.122,-0.663,-7.636,2322.408,107.93,24605.465,1143.498,39.799,71.919,2.024,5.778,291.216,1136.781,52.83,6266.304,-12.903,-0.09,13.125,0.61,19.481,18.316,72.9,29.302,21.625,97.406,783.245,36.4,2095.945,13.422,6.126,6.249,22.648,446.477,3512.983,163.26,9607.159,60.201,28.081,7.67,2.75,2.293,2.499,150.585,1261.584,58.63,3240.241,21.62,9.471,3.353,23.689,730.212,401.736,18.67,15712.492,-42.521,-1.224,35.604,1.655,6.884,45.926,18.083,5.69,0.0,-1.726,-0.318,122.436,0.0,389.101,2.098,0.0,1.137,5835.391,1589.974,8.338,20.149,295.892,2251.399,104.63,6366.918,38.582,18.61,-1.564,-0.801,36.519,293.502,13.64,785.813,5.03,2.297,-0.833,-1.886,130.945,1052.217,48.9,2817.63,18.032,8.236,32,505992.0,499556.6,ES,ESP,-0.0014,-0.0008,0.0059,95.1236,246.3702,724,37491666,40741651,46572772,47558630,47519628,47076573,44219565,ECS,40985.55859,49.0,8.0,3.0,14.0,15.0,9.0,,2.0,,No,Yes,Yes,Yes,Yes,47076780,8058640.0,52155411.0,1202597.0,2984518.0,,2990346.0,22408548.0,,,,,,,,100.0,,,,,,16.45,,11.62,55.09,,,16.84,,,,
Ukraine,2014,UKR,45148072.0,441258901504.0,-3.03,-0.015,10.553,0.476,2.879,0.13,0.071,0.039,359.325,-14.124,-68.047,9164.265,413.749,1540.265,69.54,-31.799,-141.341,6714.246,303.135,38.213,34.24,173.55,181.98,15.06,-11.77,-161.198,26764.613,2.738,-14.386,-159.713,1847.698,83.42,21053.104,950.507,45.84,78.66,-15.476,-73.82,403.171,281.518,12.71,8929.974,0.3,0.606,4478.403,202.191,6.984,33.365,65.39,-38.585,-14.655,22.968,187.826,8.48,508.736,4.66,1.901,0.221,-1.484,257.864,2183.039,98.56,5711.511,54.16,21.34,-8.43,-4.857,6.225,12.163,229.78,1957.78,88.39,5089.471,48.571,19.016,-11.785,-17.846,133.587,25.915,1.17,2958.866,-11.129,-4.279,756.859,34.171,0.643,11.055,0.415,0.13,0.0,28.713,0.093,2.879,0.0,9.192,0.071,0.0,0.034,4030.737,1208.371,-31.795,-13.648,28.084,225.259,10.17,622.04,5.589,2.324,-24.737,-0.391,1.162,9.524,0.43,25.742,0.236,0.096,76.981,1.321,3.062,25.029,1.13,67.817,0.621,0.253,41,603500.0,579400.0,UA,UKR,0.0428,-0.0745,0.0046,63.4184,164.2537,804,49973920,48879755,45683020,39701739,36744634,38295429,32867719,ECS,11534.6377,37.0,5.0,4.0,22.0,25.0,7.0,,,,Yes,Yes,Yes,Yes,,45004644,8600000.0,1400000.0,277000.0,448000000.0,587000.0,,15242025.0,,,,,,,75.86,,,,,,,,,2.73,94.07,,,3.2,,,,Other
Ukraine,2015,UKR,44982568.0,398132477952.0,-17.188,-0.082,8.771,0.395,3.112,0.14,0.087,0.039,325.414,-23.139,-95.738,7069.644,318.011,1230.254,55.34,-34.224,-103.745,4432.611,199.39,34.237,31.693,160.29,161.64,16.109,-16.962,-204.963,22306.594,2.52,-20.319,-193.136,1487.465,66.91,16836.994,757.371,41.394,75.48,-20.657,-83.284,319.887,224.531,10.1,7111.354,-6.853,-13.855,4186.861,188.336,6.248,31.88,52.6,-36.351,-8.436,14.532,120.047,5.4,323.062,3.341,1.448,-3.947,-11.827,246.037,2105.927,94.73,5469.601,58.606,24.52,-1.35,-0.842,-0.862,-3.336,226.444,1948.088,87.63,5034.032,54.213,22.567,-10.565,-14.114,119.474,32.679,1.47,2655.997,-10.73,-3.666,678.137,30.504,0.909,11.907,0.463,0.14,0.0,11.538,0.048,3.112,0.0,10.29,0.087,0.0,0.046,3593.392,1003.408,-29.567,-8.491,19.593,157.839,7.1,435.569,4.392,1.953,11.072,0.121,1.283,10.671,0.48,28.527,0.297,0.128,-4.052,-0.142,2.92,24.009,1.08,64.92,0.668,0.291,41,603500.0,579400.0,UA,UKR,0.0428,-0.0745,0.0046,63.4184,164.2537,804,49973920,48879755,45683020,39701739,36744634,38295429,32867719,ECS,11534.6377,37.0,5.0,4.0,22.0,25.0,7.0,,,,Yes,Yes,Yes,Yes,,45004644,8600000.0,1400000.0,277000.0,448000000.0,587000.0,,15242025.0,,,,,,,75.86,,,,,,,,,2.73,94.07,,,3.2,,,,Other
Ukraine,2016,UKR,44833568.0,407348477952.0,9.434,0.037,9.631,0.432,3.123,0.14,0.086,0.041,350.915,18.673,59.383,8417.654,377.393,1329.361,59.6,6.214,12.39,4723.702,211.78,36.596,35.942,159.11,162.86,15.511,4.643,46.587,23419.848,2.578,7.842,59.392,1620.661,72.66,18217.676,816.763,44.615,77.787,-1.775,-5.678,314.208,219.478,9.84,7008.331,1.005,1.893,4242.996,190.229,6.042,29.925,57.15,42.241,6.016,20.548,171.077,7.67,458.326,4.71,1.957,-4.716,-12.805,233.232,2011.885,90.2,5202.172,55.385,22.213,-3.75,-2.357,-7.62,-18.493,207.95,1805.567,80.95,4638.274,49.705,19.805,4.761,5.688,125.162,71.821,3.22,2791.692,-7.093,-2.164,632.132,28.341,1.977,11.92,0.434,0.14,0.0,-6.207,-0.029,3.123,0.0,9.683,0.086,0.0,0.041,3632.546,1049.995,29.231,5.689,25.282,206.319,9.25,563.898,5.68,2.408,3.001,0.031,1.314,10.929,0.49,29.306,0.301,0.125,-12.044,-0.367,2.553,21.189,0.95,56.952,0.583,0.243,41,603500.0,579400.0,UA,UKR,0.0428,-0.0745,0.0046,63.4184,164.2537,804,49973920,48879755,45683020,39701739,36744634,38295429,32867719,ECS,11534.6377,37.0,5.0,4.0,22.0,25.0,7.0,,,,Yes,Yes,Yes,Yes,,45004644,8600000.0,1400000.0,277000.0,448000000.0,587000.0,,15242025.0,,,,,,,75.86,,,,,,,,,2.73,94.07,,,3.2,,,,Other
United Kingdom,2003,GBR,59649800.0,2050645557248.0,950.0,0.172,3.184,0.19,102.264,6.1,1.543,0.007,493.577,6.703,27.84,7429.167,443.148,2318.532,138.3,-6.23,-13.628,3438.48,205.105,34.972,16.601,397.62,395.46,14.815,1.443,37.961,44750.703,1.302,1.62,38.097,4964.812,296.15,40059.801,2389.559,74.887,89.518,0.276,2.75,998.092,2495.901,148.88,16732.525,-0.627,-6.803,18073.172,1078.061,37.647,37.391,195.19,-32.58,-4.613,9.361,54.149,3.23,156.928,0.817,0.351,0.578,-0.135,279.812,1664.884,99.31,4690.907,25.113,10.482,2.16,0.543,0.954,0.755,246.809,1486.845,88.69,4137.637,22.427,9.246,0.798,7.506,948.319,150.378,8.97,15898.105,-8.514,-114.804,20681.178,1233.628,2.268,35.526,19.708,6.1,0.0,21.527,3.491,102.264,0.0,330.39,1.543,0.0,0.738,6629.695,2669.371,-2.38,-0.89,33.002,178.039,10.62,553.27,2.685,1.236,0.0,-0.0,0.009,0.0,0.0,0.146,0.0,0.0,2.303,0.061,3.735,21.626,1.29,62.621,0.326,0.14,21,242900.0,241930.0,GB,GBR,0.0072,0.0034,0.0085,279.9851,725.1615,826,56326328,58850043,62760039,67508936,67736802,69175770,71684966,ECS,46290.12109,16.7,2.2,3.5,28.2,18.9,20.2,,7.6,2.7,Yes,Yes,Yes,No,,66460344,10365788.0,156803699.0,3584126.0,5755258.0,,4218205.0,30771140.0,,,,,,,,97.43,,,,,,16.23,,31.38,22.568,,,27.25,,2.572,,
United Kingdom,2004,GBR,59995852.0,2100502593536.0,-9.524,-0.018,2.864,0.172,122.675,7.36,1.881,0.006,494.825,-2.402,-10.643,7208.927,432.506,2196.652,131.79,-16.0,-32.818,2871.647,172.287,33.681,16.071,398.78,391.29,14.54,0.818,21.839,44856.602,1.281,1.557,37.198,4952.842,297.15,40448.742,2426.757,75.941,90.173,2.183,21.787,1019.879,2618.014,157.07,16999.158,-6.394,-68.93,16820.02,1009.131,40.142,37.897,193.62,50.09,4.599,13.96,80.672,4.84,232.684,1.237,0.519,-5.269,-15.358,264.453,1569.108,94.14,4407.859,24.059,9.827,7.49,1.878,-9.795,-25.594,221.215,1333.426,80.0,3687.176,20.445,8.22,2.747,26.053,974.372,138.176,8.29,16240.656,-10.086,-124.428,18487.939,1109.2,2.119,36.206,23.507,7.36,0.0,19.279,3.799,122.675,0.0,391.812,1.881,0.0,0.873,6521.951,2691.21,31.619,10.236,43.238,235.683,14.14,720.683,3.614,1.607,33.333,0.003,0.012,0.0,0.0,0.192,0.0,0.0,50.543,1.852,5.588,32.336,1.94,93.132,0.496,0.208,21,242900.0,241930.0,GB,GBR,0.0072,0.0034,0.0085,279.9851,725.1615,826,56326328,58850043,62760039,67508936,67736802,69175770,71684966,ECS,46290.12109,16.7,2.2,3.5,28.2,18.9,20.2,,7.6,2.7,Yes,Yes,Yes,No,,66460344,10365788.0,156803699.0,3584126.0,5755258.0,,4218205.0,30771140.0,,,,,,,,97.43,,,,,,16.23,,31.38,22.568,,,27.25,,2.572,,
United Kingdom,2005,GBR,60383740.0,2160945659904.0,371.443,0.638,13.416,0.81,150.703,9.1,2.301,0.03,493.45,1.84,7.958,7294.403,440.463,2229.739,134.64,-18.468,-31.818,2326.269,140.469,34.05,16.232,403.74,395.42,14.572,0.828,22.272,44937.305,1.256,0.418,10.138,4916.39,296.87,40356.801,2436.895,75.077,89.807,-2.551,-26.013,993.866,2527.833,152.64,16459.162,-8.497,-85.741,15292.035,923.39,38.602,36.627,195.12,1.619,0.136,14.096,81.479,4.92,233.445,1.244,0.519,5.355,12.134,276.588,1632.062,98.55,4580.5,24.923,10.193,8.32,2.061,2.024,3.048,224.264,1351.688,81.62,3713.975,20.641,8.265,2.894,28.194,1002.566,158.818,9.59,16603.236,-11.17,-123.893,16317.417,985.307,2.425,36.948,29.056,9.1,0.0,23.607,5.549,150.703,0.0,481.196,2.301,0.0,1.071,6548.452,2713.482,23.962,9.086,52.324,280.373,16.93,866.524,4.282,1.928,100.0,0.011,0.023,0.166,0.01,0.379,0.003,0.001,50.181,2.751,8.338,48.026,2.9,138.088,0.733,0.307,21,242900.0,241930.0,GB,GBR,0.0072,0.0034,0.0085,279.9851,725.1615,826,56326328,58850043,62760039,67508936,67736802,69175770,71684966,ECS,46290.12109,16.7,2.2,3.5,28.2,18.9,20.2,,7.6,2.7,Yes,Yes,Yes,No,,66460344,10365788.0,156803699.0,3584126.0,5755258.0,,4218205.0,30771140.0,,,,,,,,97.43,,,,,,16.23,,31.38,22.568,,,27.25,,2.572,,
United Kingdom,2006,GBR,60803700.0,2212969054208.0,154.678,1.253,33.932,2.063,152.622,9.28,2.359,0.077,511.921,9.201,40.526,7910.523,480.989,2448.042,148.85,-10.193,-14.318,2074.724,126.151,37.833,17.955,400.96,393.44,14.687,-1.275,-34.604,44057.82,1.211,-0.856,-20.861,4931.937,299.88,39734.973,2416.033,76.22,90.188,-5.158,-51.263,942.602,2316.142,140.83,15502.385,-9.303,-85.906,13773.573,837.484,35.795,35.186,201.41,-6.693,-1.026,13.07,75.489,4.59,214.956,1.167,0.488,-3.766,-13.743,262.845,1538.722,93.56,4322.844,23.78,9.812,7.52,1.875,-7.556,-18.25,206.013,1240.878,75.45,3388.172,19.177,7.69,-1.01,-10.123,992.442,167.753,10.2,16322.067,-9.612,-94.706,14647.141,890.6,2.593,37.047,29.614,9.28,0.0,1.918,0.557,152.622,0.0,487.039,2.359,0.0,1.105,6470.659,2678.878,13.659,4.508,56.832,297.844,18.11,934.672,4.603,2.121,37.5,0.008,0.031,0.164,0.01,0.515,0.003,0.001,45.467,3.715,12.053,69.568,4.23,198.23,1.075,0.45,21,242900.0,241930.0,GB,GBR,0.0072,0.0034,0.0085,279.9851,725.1615,826,56326328,58850043,62760039,67508936,67736802,69175770,71684966,ECS,46290.12109,16.7,2.2,3.5,28.2,18.9,20.2,,7.6,2.7,Yes,Yes,Yes,No,,66460344,10365788.0,156803699.0,3584126.0,5755258.0,,4218205.0,30771140.0,,,,,,,,97.43,,,,,,16.23,,31.38,22.568,,,27.25,,2.572,,
United Kingdom,2007,GBR,61260680.0,2267379924992.0,95.13,1.963,65.718,4.026,152.3,9.33,2.374,0.155,513.436,-5.842,-28.098,7392.854,452.891,2219.205,135.95,-6.318,-7.97,1929.153,118.181,34.595,17.388,398.19,392.98,15.088,-2.772,-74.25,42517.129,1.149,-1.884,-45.525,5064.586,310.26,38695.43,2370.508,78.951,91.011,1.104,10.403,953.005,2706.303,165.79,15556.555,-9.858,-82.556,12323.212,754.928,42.188,36.589,201.77,10.535,1.287,14.357,82.924,5.08,234.354,1.293,0.551,-9.293,-28.725,234.12,1350.295,82.72,3821.696,21.049,8.989,5.21,1.308,-16.464,-34.994,171.019,1028.882,63.03,2791.667,16.039,6.566,-2.804,-27.83,964.612,139.078,8.52,15746.02,-0.004,-0.032,14537.355,890.568,2.168,37.035,29.766,9.33,0.0,0.513,0.152,152.3,0.0,485.886,2.374,0.0,1.143,6414.881,2604.628,17.517,6.269,63.1,321.413,19.69,1030.029,5.01,2.423,27.273,0.008,0.04,0.163,0.01,0.646,0.003,0.002,24.5,2.859,14.912,86.026,5.27,243.425,1.341,0.573,21,242900.0,241930.0,GB,GBR,0.0072,0.0034,0.0085,279.9851,725.1615,826,56326328,58850043,62760039,67508936,67736802,69175770,71684966,ECS,46290.12109,16.7,2.2,3.5,28.2,18.9,20.2,,7.6,2.7,Yes,Yes,Yes,No,,66460344,10365788.0,156803699.0,3584126.0,5755258.0,,4218205.0,30771140.0,,,,,,,,97.43,,,,,,16.23,,31.38,22.568,,,27.25,,2.572,,
